salary, info
High,Science B.S.inMathematicalSciences Undergraduate 2011 High-school 3.13 internal A3 
High,Business Economics Undergraduate 2011 High-school 3.01 internal F 
Medium,InformationSystem M.S.inInformationTechnology Postgraduate 2011 High-school 3.16 multi-modal A2 
High,Business Economics Undergraduate 2011 High-school 3.59 internal A3 
High,Business Business Undergraduate 2011 Bachelor 3.53 external A1 
High,Science M.S.inChemistry Postgraduate 2011 Bachelor 3.14 multi-modal A3 
High,Business Business Undergraduate 2011 Bachelor 3.64 multi-modal B2 
High,ComputerScience M.S.inComputerScience Postgraduate 2011 High-school 3.24 internal B1 
NoPay,ComputerScience B.S.inComputerScience Postgraduate 2011 High-school 3.37 internal B3 
High,ComputerScience B.S.inComputerScience Postgraduate 2011 High-school 3.93 external B2 
High,Science B.S.inMathematicalSciences Undergraduate 2011 High-school 3.12 internal A3 
High,Science B.A.inBiologicalSciences Undergraduate 2011 High-school 3.03 multi-modal A1 
High,InformationSystem M.S.inInformationTechnology Postgraduate 2011 High-school 3.91 multi-modal B2 
High,ComputerScience B.S.inComputerScience Postgraduate 2011 Bachelor 3.86 internal B1 
High,Science B.A.inBiologicalSciences Undergraduate 2011 High-school 3.69 external A3 
High,Business MBA Postgraduate 2011 High-school 3.2 multi-modal B2 
High,Business MSCF Postgraduate 2011 High-school 3.47 internal A3 
High,Science B.A.inBiologicalSciences Undergraduate 2011 Bachelor 3.41 internal B2 
Medium,Business Business Undergraduate 2011 Bachelor 3.95 external A2 
High,Business MSCF Postgraduate 2011 Bachelor 3.16 external B2 
High,Science M.S.inChemistry Postgraduate 2011 Bachelor 3.45 multi-modal B2 
High,InformationSystem M.S.inInformationSystemManagement Postgraduate 2011 High-school 3.74 internal A3 
High,Science B.A.inChemistry Undergraduate 2011 Bachelor 3.33 multi-modal A3 
High,ComputerScience B.S.inComputerScience Postgraduate 2011 Bachelor 3.24 internal A3 
Medium,ComputerScience B.S.inComputerScience Postgraduate 2011 Bachelor 3.3 internal A2 
High,InformationSystem M.S.inInformationTechnology Postgraduate 2011 High-school 3.02 multi-modal A2 
High,Science B.S.inMathematicalSciences Undergraduate 2011 Bachelor 3.42 internal B1 
High,InformationSystem M.S.inInformationTechnology Postgraduate 2007 High-school 3.26 external A2 
High,ComputerScience M.S.inComputerScience Postgraduate 2007 Bachelor 3.95 internal B2 
High,Science M.S.inChemistry Postgraduate 2007 Bachelor 3.02 internal B1 
High,Business Business Undergraduate 2007 Bachelor 3.84 internal A3 
High,Business Economics Undergraduate 2007 Bachelor 3.02 internal A2 
High,Business Economics Undergraduate 2007 High-school 3.23 internal B1 
High,Science B.S.inMathematicalSciences Undergraduate 2007 Bachelor 2.88 multi-modal B2 
High,InformationSystem M.S.inInformationTechnology Postgraduate 2007 Bachelor 3.49 internal B2 
High,Business Business Undergraduate 2007 Bachelor 2.85 external A3 
High,InformationSystem M.S.inInformationSystemManagement Postgraduate 2009 Bachelor 3.23 internal F 
High,Science M.S.inBiologicalSciences Postgraduate 2009 High-school 3.43 internal B1 
High,InformationSystem M.S.inInformationSystemManagement Postgraduate 2009 High-school 2.82 internal B1 
High,ComputerScience B.S.inComputerScience Postgraduate 2009 High-school 2.82 internal A3 
High,InformationSystem M.S.inInformationSystemManagement Postgraduate 2009 Bachelor 3.94 external B2 
High,Science B.A.inChemistry Undergraduate 2009 High-school 3.06 multi-modal A3 
Medium,InformationSystem M.S.inInformationTechnology Postgraduate 2009 Bachelor 3.42 multi-modal C 
High,Science B.A.inChemistry Undergraduate 2009 High-school 2.84 internal A3 
High,Science B.A.inBiologicalSciences Undergraduate 2009 Bachelor 3.3 internal A3 
Medium,Business Business Undergraduate 2009 High-school 3.88 internal C 
High,Business MSCF Postgraduate 2009 Bachelor 3.33 internal A2 
High,InformationSystem M.S.inInformationSystemManagement Postgraduate 2009 High-school 2.95 internal B2 
High,Science B.A.inBiologicalSciences Undergraduate 2009 High-school 2.99 multi-modal F 
High,InformationSystem M.S.inInformationTechnology Postgraduate 2009 High-school 3.64 internal B3 
High,Science M.S.inChemistry Postgraduate 2009 Bachelor 3.05 multi-modal A3 
High,Science M.S.inChemistry Postgraduate 2009 High-school 3.96 internal A3 
High,Business MBA Postgraduate 2009 High-school 3.59 internal A2 
High,Science M.S.inBiologicalSciences Postgraduate 2009 Bachelor 3.3 multi-modal A3 
High,Business MSCF Postgraduate 2009 Bachelor 3.18 internal A3 
High,Science B.A.inChemistry Undergraduate 2009 High-school 3.55 external F 
High,Science M.S.inBiologicalSciences Postgraduate 2009 Bachelor 3.43 internal B2 
High,Business Business Undergraduate 2009 Bachelor 2.86 multi-modal A3 
High,ComputerScience M.S.inComputerScience Postgraduate 2009 Bachelor 3.19 internal F 
High,Science B.S.inMathematicalSciences Undergraduate 2009 High-school 3.36 internal A3 
High,ComputerScience B.S.inComputerScience Postgraduate 2009 Bachelor 3.74 internal A2 
High,Science M.S.inBiologicalSciences Postgraduate 2009 High-school 3.66 multi-modal A3 
High,Science B.S.inMathematicalSciences Undergraduate 2009 Bachelor 2.9 multi-modal B2 
High,Science B.A.inBiologicalSciences Undergraduate 2009 Bachelor 3.73 internal B2 
High,Science B.S.inMathematicalSciences Undergraduate 2009 Bachelor 3.36 internal B1 
High,Science B.S.inMathematicalSciences Undergraduate 2009 High-school 3.75 multi-modal F 
High,ComputerScience M.S.inComputerScience Postgraduate 2009 High-school 3.72 multi-modal B2 
Medium,Science B.S.inMathematicalSciences Undergraduate 2009 High-school 3.87 internal C 
High,Business Economics Undergraduate 2009 High-school 3.24 internal A3 
High,InformationSystem M.S.inInformationTechnology Postgraduate 2009 High-school 3.83 external A3 
High,Business Economics Undergraduate 2009 High-school 3.54 multi-modal F 
High,Business Business Undergraduate 2009 Bachelor 2.89 internal B1 
High,Science M.S.inChemistry Postgraduate 2009 Bachelor 3.92 internal A3 
High,Business Business Undergraduate 2009 Bachelor 3.26 internal A3 
High,ComputerScience M.S.inComputerScience Postgraduate 2009 High-school 3.72 internal A3 
High,ComputerScience B.S.inComputerScience Postgraduate 2009 High-school 2.86 internal A3 
High,ComputerScience B.S.inComputerScience Postgraduate 2009 High-school 3.65 multi-modal A3 
High,Science B.S.inMathematicalSciences Undergraduate 2009 High-school 3.45 internal A3 
High,Science B.A.inBiologicalSciences Undergraduate 2009 High-school 2.99 internal B1 
High,InformationSystem M.S.inInformationTechnology Postgraduate 2009 High-school 3.37 multi-modal F 
High,ComputerScience B.S.inComputerScience Postgraduate 2009 Bachelor 3.4 internal B2 
High,Science B.A.inBiologicalSciences Undergraduate 2009 High-school 3.92 multi-modal B1 
Low,Business MBA Postgraduate 2009 High-school 2.93 external B3 
High,Business MSCF Postgraduate 2009 High-school 3.92 internal A3 
High,Science B.A.inBiologicalSciences Undergraduate 2009 Bachelor 2.99 internal F 
High,Business Business Undergraduate 2009 Bachelor 3.06 internal A3 
Medium,Business MSCF Postgraduate 2009 Bachelor 3.24 multi-modal C 
High,Science M.S.inChemistry Postgraduate 2009 Bachelor 3.36 internal B1 
High,InformationSystem M.S.inInformationSystemManagement Postgraduate 2009 High-school 3.05 multi-modal A2 
High,Science B.A.inChemistry Undergraduate 2009 Bachelor 3.41 internal B2 
High,ComputerScience B.S.inComputerScience Postgraduate 2009 Bachelor 3.12 internal B2 
High,ComputerScience B.S.inComputerScience Postgraduate 2009 Bachelor 3.48 internal B2 
High,InformationSystem M.S.inInformationTechnology Postgraduate 2009 High-school 3.94 external A1 
High,Science B.S.inMathematicalSciences Undergraduate 2009 Bachelor 3.52 internal A3 
High,InformationSystem M.S.inInformationTechnology Postgraduate 2009 High-school 2.84 external B1 
Medium,ComputerScience M.S.inComputerScience Postgraduate 2009 Bachelor 3.89 multi-modal C 
High,Science M.S.inChemistry Postgraduate 2009 Bachelor 3.69 internal A3 
High,Business Business Undergraduate 2009 Bachelor 3.23 external F 
Low,Business Economics Undergraduate 2009 Bachelor 3.83 multi-modal B3 
High,Business Economics Undergraduate 2009 High-school 3.99 internal B2 
High,Science B.S.inMathematicalSciences Undergraduate 2009 Bachelor 3.34 internal B1 
High,InformationSystem M.S.inInformationTechnology Postgraduate 2009 Bachelor 3.36 external B1 
High,Business Business Undergraduate 2009 Bachelor 3.12 internal A2 
High,InformationSystem M.S.inInformationSystemManagement Postgraduate 2009 Bachelor 2.84 multi-modal B2 
High,Science M.S.inBiologicalSciences Postgraduate 2009 High-school 3.19 internal B2 
High,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 High-school 3.13 internal A3 
High,ComputerScience B.S.inComputerScience Postgraduate 2010 High-school 3.21 internal A3 
Medium,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 Bachelor 3.13 multi-modal C 
High,Science B.A.inChemistry Undergraduate 2010 High-school 3.07 multi-modal A1 
High,InformationSystem M.S.inInformationTechnology Postgraduate 2010 Bachelor 3.13 internal B1 
High,Science B.A.inChemistry Undergraduate 2010 High-school 3.11 internal B1 
High,Science B.A.inBiologicalSciences Undergraduate 2010 Bachelor 3.69 internal A1 
High,Business Business Undergraduate 2010 High-school 3.91 external A3 
High,Business MSCF Postgraduate 2010 Bachelor 3.14 multi-modal B1 
High,Science B.S.inMathematicalSciences Undergraduate 2010 Bachelor 2.88 internal A3 
High,Business MBA Postgraduate 2010 High-school 3.16 external B2 
High,InformationSystem M.S.inInformationTechnology Postgraduate 2010 High-school 3.04 internal B2 
High,Science B.A.inBiologicalSciences Undergraduate 2010 Bachelor 2.95 internal B1 
High,Business MBA Postgraduate 2010 High-school 3.08 external A3 
High,ComputerScience B.S.inComputerScience Postgraduate 2010 High-school 3.46 multi-modal B2 
High,Science B.S.inMathematicalSciences Undergraduate 2010 High-school 3.48 multi-modal B1 
High,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 High-school 3.07 internal B1 
High,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 High-school 3.89 multi-modal A3 
High,Business MSCF Postgraduate 2010 Bachelor 3.57 internal B2 
High,Business Economics Undergraduate 2010 Bachelor 3.64 internal A3 
High,Business MSCF Postgraduate 2010 Bachelor 3.51 internal A3 
High,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 Bachelor 3.07 internal A2 
High,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 Bachelor 2.81 multi-modal A3 
High,Business Economics Undergraduate 2010 High-school 3.62 internal A3 
Medium,Business Business Undergraduate 2010 Bachelor 3.58 multi-modal C 
High,Business MBA Postgraduate 2010 High-school 3.52 internal A2 
High,Science M.S.inBiologicalSciences Postgraduate 2010 High-school 2.86 multi-modal A3 
High,Business MBA Postgraduate 2010 High-school 3.95 internal B1 
High,Business Business Undergraduate 2010 High-school 3.47 internal A3 
High,Business MSCF Postgraduate 2010 Bachelor 3.14 internal B1 
High,Business Economics Undergraduate 2010 High-school 3.61 multi-modal B2 
High,Science B.A.inChemistry Undergraduate 2010 High-school 3.71 internal B2 
High,Science M.S.inBiologicalSciences Postgraduate 2010 High-school 2.86 internal B2 
High,Science M.S.inChemistry Postgraduate 2010 High-school 3.66 multi-modal B2 
High,Science B.S.inMathematicalSciences Undergraduate 2010 Bachelor 2.93 internal A3 
High,ComputerScience B.S.inComputerScience Postgraduate 2010 High-school 3.93 internal A3 
High,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 Bachelor 3.91 multi-modal A3 
High,Science B.A.inChemistry Undergraduate 2010 High-school 3.56 external A3 
High,Business MSCF Postgraduate 2010 Bachelor 3.73 internal F 
High,ComputerScience B.S.inComputerScience Postgraduate 2010 High-school 3.75 internal B2 
High,Business Economics Undergraduate 2010 Bachelor 2.85 internal B2 
High,Business MBA Postgraduate 2010 Bachelor 3.07 internal A3 
High,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 Bachelor 3.66 internal B2 
High,Science M.S.inChemistry Postgraduate 2010 Bachelor 3.78 internal B1 
High,ComputerScience B.S.inComputerScience Postgraduate 2010 High-school 3.48 internal A2 
High,Science M.S.inBiologicalSciences Postgraduate 2010 Bachelor 3.9 internal B1 
High,ComputerScience M.S.inComputerScience Postgraduate 2010 Bachelor 2.83 internal A3 
High,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 High-school 2.98 internal A3 
High,ComputerScience B.S.inComputerScience Postgraduate 2010 High-school 3.73 multi-modal A1 
High,Business Business Undergraduate 2010 High-school 3.62 multi-modal B1 
High,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 High-school 3.52 internal B1 
High,Science M.S.inChemistry Postgraduate 2010 High-school 2.88 internal B2 
High,Business Economics Undergraduate 2010 Bachelor 3.12 multi-modal B2 
High,Business Business Undergraduate 2010 Bachelor 3.49 internal A3 
High,Business MSCF Postgraduate 2010 Bachelor 3.03 internal B2 
High,Science M.S.inChemistry Postgraduate 2010 Bachelor 3.28 internal A3 
High,Science M.S.inChemistry Postgraduate 2010 High-school 3.91 external B2 
High,Science M.S.inBiologicalSciences Postgraduate 2010 Bachelor 3.5 internal A3 
High,ComputerScience B.S.inComputerScience Postgraduate 2010 High-school 3.16 internal A3 
High,Science B.A.inChemistry Undergraduate 2010 High-school 3.07 internal A3 
High,ComputerScience M.S.inComputerScience Postgraduate 2010 Bachelor 3.8 internal A2 
High,Business MSCF Postgraduate 2010 High-school 3.84 internal A3 
High,Science M.S.inBiologicalSciences Postgraduate 2010 Bachelor 3.47 internal F 
High,Business Economics Undergraduate 2010 High-school 3.97 multi-modal B1 
High,Science B.A.inBiologicalSciences Undergraduate 2010 High-school 3.04 external B1 
High,Business MBA Postgraduate 2010 Bachelor 3.21 multi-modal A3 
High,Business Business Undergraduate 2010 Bachelor 3.87 internal B2 
High,Business MSCF Postgraduate 2010 High-school 3.38 multi-modal F 
High,Business MBA Postgraduate 2010 Bachelor 3.22 multi-modal A3 
High,Science B.A.inChemistry Undergraduate 2010 Bachelor 2.95 internal A3 
High,Business Economics Undergraduate 2010 Bachelor 2.89 internal A1 
High,Science B.A.inBiologicalSciences Undergraduate 2010 High-school 3.67 internal A3 
Excellent,InformationSystem M.S.inInformationTechnology Postgraduate 2010 High-school 3.36 internal A3 
Excellent,Science B.S.inMathematicalSciences Undergraduate 2010 Bachelor 2.97 external B1 
Excellent,Business MBA Postgraduate 2010 Bachelor 2.89 multi-modal B2 
Excellent,Science M.S.inBiologicalSciences Postgraduate 2010 High-school 2.9 internal B2 
Excellent,Science B.S.inMathematicalSciences Undergraduate 2010 Bachelor 3.19 internal A3 
Excellent,Business Economics Undergraduate 2010 High-school 3.6 internal A2 
Excellent,InformationSystem M.S.inInformationTechnology Postgraduate 2010 High-school 4 internal A1 
Excellent,Science B.S.inMathematicalSciences Undergraduate 2010 High-school 3.04 internal F 
Excellent,Business Business Undergraduate 2010 High-school 3.29 internal A3 
Excellent,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 High-school 3.02 external A3 
Excellent,Science M.S.inChemistry Postgraduate 2010 Bachelor 3.45 internal A3 
Excellent,Science B.S.inMathematicalSciences Undergraduate 2010 High-school 3.64 multi-modal B2 
Excellent,Science B.A.inChemistry Undergraduate 2010 High-school 3.38 internal B2 
Excellent,Business Economics Undergraduate 2010 High-school 3.48 internal B1 
Excellent,Science B.S.inMathematicalSciences Undergraduate 2010 Bachelor 3.89 multi-modal B2 
Excellent,InformationSystem M.S.inInformationTechnology Postgraduate 2010 High-school 3.43 internal B1 
Excellent,Science B.A.inBiologicalSciences Undergraduate 2010 High-school 3.71 internal B1 
Excellent,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 High-school 3.63 external A3 
Excellent,Business Business Undergraduate 2010 High-school 3.19 internal B1 
Excellent,Business MBA Postgraduate 2010 High-school 3.77 external B1 
